Vibration_mm_s,Temperature_C,Pressure_bar,Current_A,RPM,Operating_Hours,Label,Fault_Class
16.9944,75.0232,5.5843,22.8327,1282.6221,3104.2979,4,Overheating
2.9311,48.5773,5.3083,15.6847,1529.1895,383.8454,1,Normal
10.1405,53.4243,6.3316,17.4378,1607.1215,3046.2678,2,Bearing Wear
8.5548,60.0000,9.0729,23.0572,1159.8174,1011.6512,5,Combined Faults
10.6359,82.0287,7.1384,23.1867,1956.5795,4986.4935,4,Overheating
18.9154,72.7251,8.2676,27.2828,1736.7953,6611.6319,5,Combined Faults
22.7682,50.1335,8.2003,22.4251,1742.8798,2993.1518,3,Misalignment
19.2923,51.3207,6.9676,22.1374,1499.3317,4112.7409,3,Misalignment
4.4734,94.1120,7.0995,22.6833,1815.5085,3049.9159,4,Overheating
19.6524,66.4720,6.5752,21.1491,1418.8236,3314.7543,3,Misalignment
3.6538,64.2355,5.2697,15.6251,1478.4738,1830.5975,1,Normal
21.3672,66.9273,8.5531,21.2454,1514.3456,1719.8006,3,Misalignment
5.8088,48.1218,5.8246,16.5945,1309.0310,522.7024,2,Bearing Wear
14.1870,74.9613,5.7208,22.6912,1208.8251,2427.6639,4,Overheating
16.9226,50.9114,7.9993,18.5835,1792.5595,4054.3292,3,Misalignment
21.5325,52.2094,7.2217,20.1451,1410.6471,3934.9596,3,Misalignment
10.9147,55.0431,6.5580,18.0354,1655.9980,2785.7648,2,Bearing Wear
14.7269,60.9719,7.1584,20.0351,1509.1056,6181.9767,2,Bearing Wear
9.6088,54.4982,6.8880,17.7984,1285.3467,3755.6485,2,Bearing Wear
10.8083,54.2602,6.7294,17.2049,1366.6562,3083.8126,2,Bearing Wear
15.6600,66.1665,8.2236,19.0313,1496.0785,1481.9904,3,Misalignment
10.6166,71.8563,5.2716,24.3241,1158.8758,3484.3543,4,Overheating
4.8501,70.5282,5.1560,23.8179,1054.0007,501.6328,4,Overheating
4.5450,59.2176,6.2713,18.5210,1088.4119,2817.0884,4,Overheating
7.4289,54.1587,6.2655,18.0650,1482.3155,2894.9665,2,Bearing Wear
11.2893,61.4526,8.4814,23.2968,1552.9942,3292.7426,5,Combined Faults
22.5423,59.3033,6.8596,21.8962,1783.2956,3405.7979,3,Misalignment
22.5874,55.8188,6.5350,20.9295,1705.0708,4397.8120,3,Misalignment
2.6218,68.0247,5.2178,17.0872,1585.8325,1962.0096,1,Normal
15.9966,80.2630,5.4658,23.0152,1370.9833,5869.2148,4,Overheating
14.0617,64.9718,7.1171,17.6610,1434.4414,2655.4284,3,Misalignment
17.9412,65.2692,8.0763,22.1650,1307.0680,5852.0084,5,Combined Faults
14.9550,65.6775,7.3683,20.8321,1372.5928,7238.7932,2,Bearing Wear
11.9059,66.0226,8.0236,21.7250,1459.2039,3171.7946,3,Misalignment
22.8540,64.7116,7.9303,21.2044,1544.6333,2849.6391,3,Misalignment
21.7806,54.5746,7.7864,20.6674,1724.3039,900.5728,3,Misalignment
3.5234,53.6510,5.5287,16.6103,1524.3623,555.0222,1,Normal
14.0929,64.9725,8.7591,22.4069,1373.3777,2201.2428,5,Combined Faults
13.6831,85.6068,6.7021,23.7955,1983.0028,2452.3689,4,Overheating
14.2479,65.5441,7.5028,20.7591,1577.0762,6844.9393,2,Bearing Wear
23.0832,51.9393,8.6846,19.1579,1622.0682,2984.8440,3,Misalignment
10.9192,58.0987,6.3728,17.5317,1467.0752,3326.0146,2,Bearing Wear
21.0489,67.0956,9.1089,20.0977,1769.8135,6247.0134,5,Combined Faults
3.2771,62.3919,5.2442,15.9031,1415.4872,1559.7397,1,Normal
18.1361,61.7734,7.3041,23.5999,1629.9963,3944.3963,5,Combined Faults
16.5205,71.9875,8.4170,21.9388,1660.5326,7387.7723,5,Combined Faults
18.7586,73.5203,5.0901,21.5726,1796.4237,1828.3542,4,Overheating
14.6382,64.3095,8.0676,19.8489,1316.1393,542.4285,3,Misalignment
21.9645,76.2686,6.7480,22.5640,1779.2543,2266.8727,4,Overheating
8.6312,60.0000,7.9581,21.5511,1496.7524,1244.6402,5,Combined Faults
15.2378,63.9276,6.8977,23.5954,1866.1012,2730.0759,5,Combined Faults
11.3047,88.6292,5.8399,24.6211,1736.1291,5794.7486,4,Overheating
4.2750,65.4705,5.2458,16.8331,1588.4265,1771.9502,1,Normal
13.6897,84.0897,6.2111,23.3977,1316.5306,2891.5602,4,Overheating
4.5998,60.9513,5.7577,16.5835,1549.4183,1205.5691,1,Normal
3.1971,62.0833,5.6717,16.5463,1496.9921,1433.3307,1,Normal
14.0691,60.8945,6.5404,24.8585,1816.9634,1343.2185,5,Combined Faults
13.5093,57.6024,6.9068,17.9850,1305.7483,4744.4193,2,Bearing Wear
16.7676,60.4625,8.5598,21.2779,1610.9565,3258.0361,3,Misalignment
13.3657,60.0000,7.9398,19.7403,1357.7848,1154.1682,5,Combined Faults
10.9275,60.0230,6.9127,21.5773,1297.9070,3698.2761,5,Combined Faults
14.2044,62.7903,7.6187,19.6269,1520.9629,6930.1993,2,Bearing Wear
22.3197,68.0048,8.5647,17.4950,1412.4109,2453.3289,3,Misalignment
3.5869,47.3717,5.9051,16.1824,1493.3413,272.9233,1,Normal
21.3121,63.9527,7.2311,20.4272,1492.6961,4027.3327,3,Misalignment
24.7762,57.4934,7.1121,18.2503,1416.0610,3239.2176,3,Misalignment
14.9708,62.2018,7.4375,24.3556,1384.9861,3550.1796,5,Combined Faults
3.4305,85.7755,6.6106,23.9555,1392.2761,5260.6546,4,Overheating
13.3347,84.0809,5.8806,23.4692,1944.1775,1820.4049,4,Overheating
25.8856,52.0648,8.5723,21.1696,1720.5581,2886.2467,3,Misalignment
2.9056,62.0959,5.4394,16.0569,1462.5222,1326.4761,1,Normal
16.5131,67.9513,7.5453,19.9113,1518.6999,7707.0220,2,Bearing Wear
4.2475,63.9998,5.2671,17.0487,1577.4045,1853.1754,1,Normal
17.4464,67.2841,8.6261,23.8728,1297.8250,6630.5320,5,Combined Faults
4.6024,49.3746,5.7395,16.2358,1474.8928,202.2123,1,Normal
10.1139,55.0687,6.5839,16.8828,1253.7446,2944.6751,2,Bearing Wear
11.6905,57.2977,6.8099,18.9699,1474.1289,4839.2028,2,Bearing Wear
14.8078,65.3004,7.8455,20.6912,1641.0525,7675.6128,2,Bearing Wear
14.7664,76.0442,6.2086,23.6610,1462.6886,2944.2643,4,Overheating
12.7421,60.0000,8.8758,23.4397,1102.6660,2658.7236,5,Combined Faults
3.8410,54.0898,5.7680,17.0652,1587.0697,803.1419,1,Normal
2.9698,62.3224,5.4780,16.3476,1410.3443,1890.8331,1,Normal
16.1891,59.8189,8.3824,17.6061,1303.7469,3957.5654,3,Misalignment
11.0138,57.9559,6.7391,17.8153,1483.6693,3511.1201,2,Bearing Wear
14.9010,62.2594,7.4336,19.6086,1433.8824,6940.3357,2,Bearing Wear
3.8644,56.4736,5.6476,16.9159,1458.2527,1013.0896,1,Normal
14.4172,78.5503,6.2570,24.5060,1262.3251,4617.6910,4,Overheating
12.9314,83.9700,5.4483,23.6142,1978.2881,5306.5591,4,Overheating
7.3954,78.8054,5.1375,21.5332,1503.8596,1621.5273,4,Overheating
10.5377,60.0000,7.2835,20.1409,1257.2246,2510.2377,5,Combined Faults
15.4595,66.0099,7.6052,20.1468,1637.9923,7440.6827,2,Bearing Wear
16.1497,68.5774,7.7752,20.6998,1546.8493,7834.5483,2,Bearing Wear
14.6212,68.5486,7.8206,21.1564,1520.4467,7552.1461,2,Bearing Wear
13.7021,61.3063,8.2886,21.6449,1392.4526,3473.8494,5,Combined Faults
14.1377,58.5715,8.1435,17.5622,1485.2711,1049.1819,3,Misalignment
15.3482,68.2256,6.8498,22.8096,1287.0542,5183.6472,5,Combined Faults
16.5653,80.6133,7.3194,23.9748,1809.7442,4232.8426,4,Overheating
8.1084,80.3886,5.1437,22.6823,1540.4020,1789.9826,4,Overheating
10.2205,70.9723,6.1899,22.1975,1708.4799,2283.0638,4,Overheating
12.4010,59.2579,6.8768,19.4678,1406.7647,5237.9079,2,Bearing Wear
2.9970,59.1037,5.7084,15.6869,1445.5936,1275.2180,1,Normal
11.6266,55.9488,6.7222,17.5140,1368.2284,3136.5400,2,Bearing Wear
11.3214,55.9324,6.4851,17.2834,1580.1654,2884.2329,2,Bearing Wear
15.1441,84.8335,5.2645,25.6329,1970.4465,1079.5662,4,Overheating
13.9633,84.2189,6.8813,22.6791,1050.6702,2790.9832,4,Overheating
17.4152,62.3264,8.6578,21.6269,1383.1999,48.7390,3,Misalignment
26.7301,50.6350,7.8155,19.6859,1733.0405,1155.8789,3,Misalignment
28.6777,60.1827,8.0661,19.0591,1790.6032,151.8408,3,Misalignment
13.3428,74.8914,5.4224,20.8154,1260.8326,1309.6657,4,Overheating
3.9853,61.4153,5.2840,16.5182,1464.8680,1433.9172,1,Normal
4.8685,77.0900,7.4503,20.3904,1030.3931,1326.8291,4,Overheating
21.0776,71.5488,6.2916,22.8297,1738.2196,1617.9957,4,Overheating
18.1193,65.4763,8.4339,18.4046,1431.2075,2664.2856,3,Misalignment
12.7183,81.0686,7.3709,22.4285,1552.4146,2585.2596,4,Overheating
17.0298,63.9380,9.1899,24.7727,1705.0918,6847.9843,5,Combined Faults
25.5045,65.5995,8.5624,19.4908,1784.0831,3580.3452,3,Misalignment
22.3858,56.9854,6.6485,21.2864,1735.2679,2632.9668,3,Misalignment
12.5497,69.0677,7.5954,22.5170,1651.8882,4715.4765,5,Combined Faults
8.5083,74.6612,6.7064,23.8401,1351.1398,1371.7445,4,Overheating
12.8175,62.6399,6.9487,19.9576,1611.3032,5638.7326,2,Bearing Wear
15.2790,66.3853,7.9306,20.2293,1590.3197,7956.9254,2,Bearing Wear
20.8478,61.9252,7.6504,19.0885,1712.2398,4934.8475,3,Misalignment
9.0495,54.7050,6.6314,17.8780,1262.9316,2607.8556,2,Bearing Wear
17.9628,64.4495,8.6682,24.3453,1840.4135,2674.8970,5,Combined Faults
9.5218,67.0745,6.6740,22.9232,1785.1302,2284.4399,5,Combined Faults
21.2899,58.8250,8.0466,20.5319,1389.0322,2027.0050,3,Misalignment
16.0246,61.5502,7.1349,19.5755,1527.7106,6230.5708,2,Bearing Wear
12.2239,61.0824,7.0000,21.6533,1740.3205,4345.5347,3,Misalignment
18.5946,67.0185,8.2459,27.6918,1614.6425,6237.9405,5,Combined Faults
8.3700,48.8937,6.0567,16.0685,1363.4648,1072.1114,2,Bearing Wear
2.8114,65.4147,5.2331,15.8471,1596.2368,1805.4530,1,Normal
14.4003,59.6109,6.9174,17.9397,1401.0985,1848.5630,3,Misalignment
10.6514,69.1940,8.6055,22.0103,1529.3361,4329.1422,5,Combined Faults
27.0180,56.5203,7.3241,20.0901,1761.3926,1000.7863,3,Misalignment
5.8686,51.1553,6.0023,15.8280,1256.2648,1309.7916,2,Bearing Wear
25.9127,59.7462,7.6210,20.3088,1705.6311,2837.4408,3,Misalignment
18.4855,80.6802,6.9225,25.5720,1862.9796,1252.1739,4,Overheating
12.7577,77.8163,6.1361,22.0601,1504.8218,1024.0139,4,Overheating
2.8821,54.1841,5.7123,16.5524,1414.2175,901.8495,1,Normal
13.5433,59.5944,6.8908,19.2099,1371.6855,5163.8809,2,Bearing Wear
5.6069,84.6485,6.3352,22.4570,1015.1480,5070.2836,4,Overheating
17.1201,61.3105,7.0567,20.8722,1327.8561,6763.8775,5,Combined Faults
3.4883,77.2232,5.3847,22.0031,1839.4572,5651.9610,4,Overheating
4.0648,58.6703,5.4812,16.0853,1418.0236,1386.3542,1,Normal
2.7789,66.3318,5.1882,16.8207,1452.6899,1859.1979,1,Normal
9.2997,55.7956,6.2928,17.4152,1540.5410,2595.2419,2,Bearing Wear
6.0853,83.9193,5.4697,22.0704,1245.3140,1760.7572,4,Overheating
20.0141,89.7870,5.9534,23.5576,1997.5500,4433.1325,4,Overheating
3.3153,56.7439,5.7793,16.0902,1469.3920,1276.4135,1,Normal
20.2615,51.9410,7.1049,19.1516,1797.8848,2102.4627,3,Misalignment
11.6599,64.7752,7.0855,21.8644,1458.1571,1738.2102,5,Combined Faults
18.7805,59.2325,7.0753,21.1060,1438.7220,3598.5894,3,Misalignment
13.0027,60.0000,8.2836,25.8167,1316.3417,2181.8867,5,Combined Faults
13.3838,63.9142,8.1864,21.2751,1245.3680,4121.7941,5,Combined Faults
8.7533,52.5853,5.9870,16.8386,1590.7115,1535.8232,2,Bearing Wear
14.1850,86.0964,6.2941,24.0510,1370.9160,1504.3671,4,Overheating
15.9356,77.7161,7.1010,23.9273,1526.8891,2558.1845,4,Overheating
9.1508,51.3702,5.8894,15.6612,1588.4610,770.4542,2,Bearing Wear
14.3576,63.5222,7.9660,22.4766,1771.8356,1907.1207,5,Combined Faults
13.6153,54.4680,8.4478,18.5683,1335.7926,1060.7558,3,Misalignment
17.1067,68.7951,7.4029,25.1613,1726.1433,5307.5440,5,Combined Faults
14.2004,62.1109,6.7155,23.8881,1803.6983,4100.3756,5,Combined Faults
8.6093,50.3716,5.6374,16.3525,1345.0956,543.8805,2,Bearing Wear
15.3343,71.0653,7.2721,23.8951,1553.8543,1889.9884,4,Overheating
21.2798,65.5871,7.5979,21.7494,1346.3338,4599.2056,3,Misalignment
9.8281,52.5277,6.2572,17.1835,1673.8218,2291.9203,2,Bearing Wear
6.2349,68.6414,5.3253,21.3074,1014.6985,3969.6173,4,Overheating
15.5041,67.0961,7.3789,22.3098,1497.6423,4211.3014,3,Misalignment
10.8625,49.6650,7.7855,17.6123,1630.7953,1516.3696,3,Misalignment
15.4567,68.3716,8.4204,25.3732,1591.0188,5069.9017,5,Combined Faults
2.4694,65.7729,5.3933,15.7652,1583.6884,1562.5881,1,Normal
6.3270,48.2581,5.9062,15.7872,1580.5998,670.7309,2,Bearing Wear
6.0361,84.1044,7.2803,24.8655,1876.0016,1904.8673,4,Overheating
16.2603,62.8156,7.3064,20.2746,1530.4677,7047.7834,2,Bearing Wear
19.6450,68.2464,8.1030,21.9918,1737.2458,1907.0272,3,Misalignment
9.7024,69.0800,7.3884,22.3486,1237.1669,3392.1113,4,Overheating
4.7648,53.9028,5.7281,16.5934,1585.8851,662.3565,1,Normal
9.1189,54.2010,6.0702,17.1075,1514.3557,1883.6297,2,Bearing Wear
5.1617,66.2922,5.3885,15.8170,1594.6697,1624.3811,1,Normal
22.1675,60.3998,8.0175,18.4219,1766.5239,4952.9637,3,Misalignment
5.4830,79.4206,7.0332,24.8804,1989.2718,3617.3882,4,Overheating
8.1138,53.4674,6.4271,17.1347,1634.6675,1821.1075,2,Bearing Wear
4.0521,58.9780,5.7699,16.4358,1514.8935,949.9949,1,Normal
10.1704,62.0917,8.3884,19.7454,1165.9300,5164.5063,5,Combined Faults
2.7700,66.0330,5.7695,16.6142,1544.8025,1674.7670,1,Normal
22.6759,49.8376,8.7759,18.7726,1583.6393,4403.6721,3,Misalignment
2.6551,48.7350,5.7053,16.0954,1423.9467,234.2071,1,Normal
15.8448,76.6244,5.5841,22.6107,1472.3058,4439.9250,4,Overheating
3.8714,59.5745,5.5313,15.7653,1506.2999,1412.9794,1,Normal
9.9692,76.1493,7.1078,22.7509,1197.0086,1516.2626,4,Overheating
8.8505,55.3263,6.1620,17.8083,1288.8359,2600.7915,2,Bearing Wear
12.4506,63.7597,7.1933,19.4739,1233.1077,5581.4232,2,Bearing Wear
14.8480,64.2351,7.3490,19.7847,1305.5885,6060.1632,2,Bearing Wear
7.5343,75.3425,5.8853,22.7058,1616.8140,2958.8440,4,Overheating
12.5287,62.8854,7.1574,22.6829,1851.7634,4806.0715,5,Combined Faults
3.4205,65.2687,5.5882,17.0128,1542.7721,1994.6215,1,Normal
20.9986,69.4366,6.8833,22.1930,1541.3761,1907.6806,3,Misalignment
3.6487,46.2035,5.1917,16.2530,1505.7946,66.9671,1,Normal
24.5835,50.9836,8.6333,21.0050,1608.1356,777.5172,3,Misalignment
4.6238,57.2068,5.7450,16.8549,1509.0410,1239.8320,1,Normal
18.3301,58.1511,6.7628,19.9099,1327.9839,4931.4124,3,Misalignment
12.2630,59.8573,6.8243,19.1464,1333.4822,4792.4973,2,Bearing Wear
16.5961,61.4369,8.5905,24.5105,1736.8339,4139.5981,5,Combined Faults
16.1338,55.6173,7.9100,20.9696,1768.2186,3418.2462,3,Misalignment
4.3783,55.9659,5.3831,16.6708,1501.8419,938.9791,1,Normal
4.0830,61.5708,5.8181,16.8957,1444.9936,1477.6861,1,Normal
16.0420,64.0356,7.2396,20.1653,1378.8390,6713.0216,2,Bearing Wear
13.9005,72.2026,5.5124,20.1754,1180.4216,5441.2352,4,Overheating
3.7297,74.8270,6.1447,25.4417,1736.0569,1786.9354,4,Overheating
14.6935,53.0050,6.8627,20.5641,1570.2831,3380.9481,3,Misalignment
17.0827,87.6196,5.7456,22.3006,1902.0493,4161.2504,4,Overheating
18.0056,71.6353,8.0252,21.6769,1321.1428,7885.2995,5,Combined Faults
4.3853,68.7501,5.2633,16.6335,1599.5297,1832.6041,1,Normal
12.6204,67.6686,7.3779,26.2264,1718.2687,5246.8240,5,Combined Faults
12.4228,55.5766,7.4200,18.1348,1438.2064,3280.2101,3,Misalignment
4.0897,75.8423,7.4311,24.1562,1615.0774,2592.1147,4,Overheating
4.1404,67.3231,5.4517,16.2022,1540.2782,1905.8449,1,Normal
10.6612,58.4820,6.4673,17.5611,1230.2137,3433.4802,2,Bearing Wear
15.3585,80.0647,6.5131,22.4746,1139.4371,4287.7517,4,Overheating
11.3521,78.7776,5.4030,22.4070,1651.4050,4390.6966,4,Overheating
12.2642,73.3438,6.6875,19.5048,1146.7644,1963.1049,4,Overheating
2.6616,63.3825,5.7950,16.0605,1424.5516,1662.2253,1,Normal
8.1641,60.0000,6.8312,22.1210,1199.3633,1178.6591,5,Combined Faults
17.0439,70.5719,7.6848,24.1457,1190.7460,7763.1072,5,Combined Faults
17.4853,51.6113,6.3462,22.1976,1685.6270,4562.9238,3,Misalignment
3.7603,52.0536,5.4538,16.9678,1540.7316,323.1015,1,Normal
8.1062,47.4683,5.7525,15.8008,1568.0505,929.3613,2,Bearing Wear
13.4699,59.9157,7.1559,19.4171,1281.2699,5338.8567,2,Bearing Wear
4.5214,69.0352,5.4195,15.9649,1568.6646,1956.4089,1,Normal
15.5236,73.4531,6.9086,23.0067,1263.6424,5143.4019,4,Overheating
3.7139,77.5724,6.7511,23.6889,1420.0929,4483.1267,4,Overheating
17.0602,62.1408,6.9236,25.7641,1639.9879,4803.5000,5,Combined Faults
3.4562,74.2409,6.4308,21.6982,1750.7188,842.1284,4,Overheating
4.2335,55.9574,5.1396,16.6715,1554.0386,673.7131,1,Normal
2.4140,53.6988,5.2430,16.4745,1474.8092,737.2463,1,Normal
12.6122,62.8230,8.2990,22.7849,1572.9472,4441.9238,5,Combined Faults
15.0042,65.9580,7.5847,19.1787,1352.2772,6610.1460,2,Bearing Wear
9.0807,54.9950,6.5586,17.3975,1538.5728,2314.9195,2,Bearing Wear
13.5975,60.1019,7.0925,18.7521,1282.4026,5652.6210,2,Bearing Wear
26.2920,65.5326,7.6988,21.4653,1701.7186,390.3313,3,Misalignment
13.8565,66.4297,8.4625,19.1282,1504.8053,2695.6930,3,Misalignment
25.4382,60.9594,7.1461,17.7817,1582.8769,737.0061,3,Misalignment
15.1935,66.2788,7.7807,20.8111,1350.1031,7774.9837,2,Bearing Wear
6.9721,52.2258,5.8339,16.1013,1665.3444,1321.5339,2,Bearing Wear
2.7633,50.8821,5.7362,16.7780,1528.9211,154.5321,1,Normal
3.3820,59.3465,5.6378,16.2365,1430.5131,1037.5412,1,Normal
15.2347,58.2371,7.3652,21.6012,1315.4808,193.4080,3,Misalignment
16.4097,68.3617,7.5084,20.2343,1307.5544,7448.4924,2,Bearing Wear
11.5665,77.0836,6.0516,25.0537,1813.7949,4678.8064,4,Overheating
18.5908,76.1449,7.3596,21.0243,1521.6839,2761.5801,4,Overheating
13.0268,60.1404,8.7243,21.9395,1127.6634,3075.6917,5,Combined Faults
4.0035,61.0331,5.5937,15.6036,1454.4977,1317.6335,1,Normal
16.9956,75.0055,5.3068,22.3420,1435.8508,207.6889,4,Overheating
6.2124,78.4253,6.1445,24.1355,1480.8003,2945.8170,4,Overheating
7.8397,89.1707,7.0708,23.8796,1966.2828,2047.0155,4,Overheating
12.0208,78.0320,5.6915,20.5701,1009.3037,1858.2140,4,Overheating
12.6647,61.0212,7.2111,18.9907,1674.1600,5791.3720,2,Bearing Wear
14.7871,71.3179,6.4444,24.1009,1301.8411,6792.1323,5,Combined Faults
15.9034,81.1864,7.4810,26.2369,1914.6664,3363.7069,4,Overheating
15.1765,63.2588,7.6567,19.4152,1402.4264,6644.8600,2,Bearing Wear
23.2491,54.3508,7.2676,20.7192,1562.4577,951.7769,3,Misalignment
17.0585,81.4342,6.6900,25.0495,1972.8967,5157.9570,4,Overheating
19.5638,58.5862,7.6390,18.7940,1422.0787,3755.9007,3,Misalignment
14.4824,64.9654,7.3814,20.4004,1246.6537,6242.7597,2,Bearing Wear
16.7590,68.0295,7.0148,20.2124,1450.1686,4592.9542,3,Misalignment
15.2446,67.5605,8.9911,21.1221,1489.1317,7072.9716,5,Combined Faults
19.3574,66.4750,7.1159,20.7800,1469.4155,7754.7152,5,Combined Faults
12.6354,53.5872,6.2923,21.5774,1386.5956,3506.3824,3,Misalignment
2.4657,51.0347,5.3672,15.8951,1585.5337,529.1486,1,Normal
20.8596,60.0438,7.9788,21.4889,1341.0954,3906.8599,3,Misalignment
13.8182,56.6085,7.0280,22.1161,1515.0459,1164.6146,3,Misalignment
14.3795,60.0000,9.3202,19.1530,1643.8288,3108.6939,5,Combined Faults
19.3077,68.2907,7.5897,18.6476,1799.9690,718.3692,3,Misalignment
2.7623,65.3517,5.3699,15.8770,1452.6685,1708.9795,1,Normal
21.9978,50.6337,6.8831,20.3090,1500.9780,354.3658,3,Misalignment
14.3079,60.8852,7.0728,21.8469,1392.1112,3231.6258,5,Combined Faults
3.9126,82.9220,5.3543,24.4242,1616.9785,4622.6356,4,Overheating
15.6728,68.7266,5.4432,21.6623,1687.5155,3998.6360,4,Overheating
8.7514,77.1026,5.8979,25.7187,1958.5852,4870.6737,4,Overheating
25.4089,66.4529,7.8834,20.0576,1540.8419,1969.7011,3,Misalignment
9.7373,88.4607,6.1136,23.8307,1972.9505,159.4215,4,Overheating
20.2651,67.4637,7.2638,19.4971,1533.3990,429.6286,3,Misalignment
5.4711,70.5366,5.8437,21.7633,1172.5363,918.8228,4,Overheating
10.0017,60.0000,8.2652,20.1143,1110.2060,1920.4546,5,Combined Faults
14.9766,65.4853,7.3195,20.4712,1253.3083,6362.8015,2,Bearing Wear
18.8015,76.1311,5.1076,22.0163,1637.4376,3649.0619,4,Overheating
6.0704,50.8360,6.2289,17.2046,1551.6046,1490.8052,2,Bearing Wear
3.8213,52.2473,5.1919,16.0694,1525.4252,453.6830,1,Normal
9.7916,86.2955,6.0556,23.3633,1173.8292,5696.2888,4,Overheating
10.6942,60.0000,6.6740,23.0307,1485.7445,2096.8161,5,Combined Faults
19.0376,69.2503,7.4976,19.9862,1314.9615,3442.0196,3,Misalignment
23.1853,57.3664,6.9919,19.1329,1550.2529,3729.4086,3,Misalignment
5.1588,55.4408,5.4970,17.0863,1593.2405,1043.9602,1,Normal
11.2016,60.0000,8.3080,19.2230,1226.4404,2193.6263,5,Combined Faults
15.5970,61.5588,6.7485,24.3969,1730.4657,1210.1088,5,Combined Faults
15.8429,84.6833,6.8139,22.9566,1555.8671,4224.9375,4,Overheating
12.8649,63.4171,7.2031,19.5017,1431.2541,6353.7836,2,Bearing Wear
15.7290,56.3430,8.5135,18.6134,1428.0887,2835.4653,3,Misalignment
4.0190,73.2095,6.4323,21.6961,1034.1657,2673.7930,4,Overheating
3.1589,65.0039,5.5488,16.8623,1427.1572,1699.1705,1,Normal
17.5541,68.3743,6.2078,21.7587,1528.8584,2526.7258,3,Misalignment
4.2271,59.8937,5.4804,16.6296,1576.7333,1044.2829,1,Normal
16.6890,67.0045,6.8950,23.5630,1884.6172,3497.0408,5,Combined Faults
26.1598,67.6140,6.5959,21.0791,1594.0887,4998.3051,3,Misalignment
16.8147,50.5725,6.5682,19.9543,1572.0770,1482.2336,3,Misalignment
3.8144,52.0167,5.4442,16.6024,1465.1651,740.9194,1,Normal
3.2653,48.8406,5.1730,16.5312,1590.5998,143.6443,1,Normal
10.8089,60.0000,6.4707,26.9049,1739.7287,2718.3506,5,Combined Faults
10.1846,60.0000,8.0359,25.1274,1260.8658,1817.1508,5,Combined Faults
18.7015,60.0000,8.4367,25.0360,1553.1486,3289.5097,5,Combined Faults
7.5570,86.1063,5.4019,21.5676,1515.2414,1076.9530,4,Overheating
10.0378,53.8684,6.7720,17.4783,1438.9654,3650.2230,2,Bearing Wear
10.6236,75.5619,6.5453,21.6020,1835.2431,5070.3342,4,Overheating
3.6967,59.1648,5.2861,15.6614,1416.0099,1510.6603,1,Normal
9.7823,83.9360,6.1324,20.8511,1379.6687,3999.0519,4,Overheating
21.0423,65.6796,8.7437,22.2466,1300.6848,566.2879,3,Misalignment
17.4126,63.4673,7.6890,22.7293,1129.3469,4684.3078,5,Combined Faults
19.2862,80.9407,5.5106,23.6375,1474.3822,1599.2604,4,Overheating
17.5473,70.8228,6.6480,25.7668,1803.2248,4882.4338,5,Combined Faults
14.9736,62.7793,8.8603,25.0092,1528.6721,2991.7010,5,Combined Faults
9.3683,77.1952,7.2900,24.0183,1912.4333,4148.1860,4,Overheating
2.4591,55.8535,5.3292,17.0424,1437.2278,663.4986,1,Normal
22.4004,58.4239,7.9238,18.2877,1504.1919,631.6566,3,Misalignment
15.5974,63.2409,7.5189,19.3548,1601.1571,6436.6007,2,Bearing Wear
22.6655,64.9723,7.7126,21.2223,1594.6002,2072.3055,3,Misalignment
22.9375,65.1253,8.4557,19.6100,1392.4726,1840.4310,3,Misalignment
19.3319,55.1039,8.4134,19.8137,1358.2052,3900.3296,3,Misalignment
5.1797,77.5499,5.4258,23.6294,1498.1117,3024.4448,4,Overheating
12.8483,55.1715,6.9563,18.9014,1313.5439,3868.4459,2,Bearing Wear
17.0431,55.4284,7.2850,21.6390,1308.0351,636.2622,3,Misalignment
10.4647,60.0000,6.6500,23.9705,1602.0590,4477.3224,5,Combined Faults
13.3712,83.5945,7.2970,24.6281,1504.9692,5795.5507,4,Overheating
11.1091,59.2247,6.7528,17.9562,1602.0406,4672.6614,2,Bearing Wear
4.5055,76.6199,7.0280,22.3806,1496.2104,1001.6057,4,Overheating
9.3782,54.1118,6.6529,17.1283,1230.2038,2687.2577,2,Bearing Wear
12.4173,56.5954,7.0379,18.0291,1637.0579,4274.7141,2,Bearing Wear
3.9827,57.0268,5.5027,16.8707,1410.6764,1182.2876,1,Normal
7.2372,88.7089,5.7337,26.0340,1891.7500,5934.3971,4,Overheating
20.5528,69.0284,8.4457,21.3864,1491.6221,3800.8310,3,Misalignment
23.0524,67.1490,6.9823,18.2600,1538.2444,3960.0249,3,Misalignment
21.4825,49.7746,6.3974,21.3847,1414.2647,188.3579,3,Misalignment
16.8748,60.1544,8.5361,23.3471,1606.4262,3293.5477,5,Combined Faults
13.2464,62.5669,7.4305,19.9010,1520.9217,6366.9789,2,Bearing Wear
15.3459,66.4335,7.9839,21.3182,1660.7918,7956.5727,2,Bearing Wear
4.3640,59.4298,5.1379,15.6675,1416.9639,1110.9234,1,Normal
3.5864,48.1374,5.5066,16.8834,1537.0855,46.4552,1,Normal
7.0286,49.0338,6.1522,15.6264,1300.7225,920.4023,2,Bearing Wear
21.0485,82.3802,6.3315,24.3687,1879.1949,5337.7495,4,Overheating
11.9196,58.0239,7.2146,19.5537,1510.6742,5006.5705,2,Bearing Wear
